gene	missenseVusDriversPerSample	missensePassengersPerMutation	nonsenseVusDriversPerSample	nonsensePassengersPerMutation	spliceVusDriversPerSample	splicePassengersPerMutation	indelVusDriversPerSample	indelPassengersPerMutation
RHOF	0.000e+00	1.458e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.252e-04	2.792e-08
RHOG	7.954e-04	6.429e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.770e-08
RHOH	0.000e+00	1.029e-07	3.143e-04	5.280e-09	0.000e+00	0.000e+00	2.575e-05	2.456e-08
RHOJ	3.107e-03	7.990e-08	1.867e-04	1.525e-09	5.600e-04	4.576e-09	2.429e-04	2.576e-08
RHOQ	0.000e+00	5.145e-08	3.132e-04	5.322e-09	0.000e+00	0.000e+00	9.248e-06	2.657e-08
RHOT1	0.000e+00	1.629e-07	0.000e+00	0.000e+00	0.000e+00	3.430e-08	0.000e+00	2.770e-08
RHOT2	0.000e+00	1.801e-07	6.198e-05	2.338e-08	0.000e+00	0.000e+00	0.000e+00	5.539e-08
RHOU	0.000e+00	9.432e-08	4.873e-04	7.324e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
RHOV	6.883e-04	7.691e-08	8.709e-05	5.286e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RHOXF1	2.503e-03	1.113e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.592e-04	1.158e-08
RHOXF2	3.820e-04	7.132e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RHOXF2B	0.000e+00	2.572e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RHPN1	4.026e-03	2.424e-07	0.000e+00	0.000e+00	0.000e+00	8.575e-09	0.000e+00	8.309e-08
RHPN2	1.944e-03	2.096e-07	1.422e-04	1.178e-08	7.109e-05	5.890e-09	0.000e+00	2.770e-08
RIBC1	1.668e-03	1.428e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RIBC2	3.157e-03	9.515e-08	1.118e-04	4.353e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RIC3	0.000e+00	1.972e-07	2.704e-04	6.937e-09	5.409e-04	1.387e-08	0.000e+00	0.000e+00
RIC8A	0.000e+00	1.629e-07	4.703e-04	7.965e-09	3.135e-04	5.310e-09	2.133e-03	7.216e-08
RIC8B	0.000e+00	1.972e-07	3.339e-04	2.169e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RICTOR	2.986e-03	5.475e-07	0.000e+00	1.715e-08	0.000e+00	2.572e-08	0.000e+00	1.108e-07
RIF1	0.000e+00	7.975e-07	0.000e+00	3.430e-08	0.000e+00	4.287e-08	0.000e+00	2.770e-07
RIIAD1	7.185e-04	3.289e-08	1.046e-04	4.625e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RILP	0.000e+00	1.200e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	7.104e-05	4.673e-08
RILPL1	8.692e-04	1.472e-07	1.395e-04	1.188e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
RILPL2	4.520e-04	6.868e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RIMBP2	7.086e-03	9.672e-07	0.000e+00	3.430e-08	0.000e+00	2.572e-08	1.608e-04	3.578e-08
RIMBP3	0.000e+00	2.229e-07	0.000e+00	2.572e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
RIMBP3C	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RIMKLA	0.000e+00	1.629e-07	4.389e-04	9.148e-09	1.463e-04	3.049e-09	0.000e+00	5.539e-08
RIMKLB	2.658e-03	1.483e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
RIMS1	4.352e-03	1.439e-06	0.000e+00	1.029e-07	0.000e+00	3.430e-08	5.205e-05	1.044e-07
RIMS2	0.000e+00	1.655e-06	0.000e+00	1.543e-07	0.000e+00	2.572e-08	1.132e-03	1.942e-07
RIMS3	2.805e-03	1.685e-07	0.000e+00	0.000e+00	0.000e+00	8.575e-09	0.000e+00	2.770e-08
RIMS4	1.652e-03	1.434e-07	9.019e-05	5.169e-09	9.019e-05	5.169e-09	0.000e+00	0.000e+00
RIN1	0.000e+00	3.516e-07	4.237e-04	1.830e-08	0.000e+00	0.000e+00	0.000e+00	8.309e-08
RIN2	1.746e-03	3.628e-07	6.566e-04	2.665e-08	0.000e+00	0.000e+00	3.206e-04	2.102e-07
RIN3	0.000e+00	4.973e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.770e-08
RING1	1.262e-03	1.839e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.145e-03	1.096e-07
RINL	1.878e-03	2.206e-07	2.571e-04	1.601e-08	0.000e+00	0.000e+00	6.596e-04	5.803e-08
RINT1	1.588e-03	2.402e-07	2.871e-04	2.346e-08	7.178e-05	5.864e-09	0.000e+00	5.539e-08
RIOK1	1.561e-03	1.469e-07	5.854e-04	1.219e-08	2.927e-04	6.096e-09	1.063e-04	7.012e-08
RIOK2	1.314e-04	1.580e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RIOK3	0.000e+00	8.575e-08	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
RIPK1	0.000e+00	1.458e-07	2.958e-05	7.458e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RIPK2	2.515e-03	1.880e-07	2.158e-05	7.760e-09	2.158e-05	7.760e-09	0.000e+00	5.539e-08
RIPK3	1.324e-03	2.501e-07	5.057e-05	1.524e-08	2.528e-05	7.620e-09	0.000e+00	5.539e-08
RIPK4	0.000e+00	2.572e-07	4.875e-04	1.589e-08	1.219e-04	3.972e-09	2.196e-04	8.399e-08
RIPPLY1	7.568e-04	7.432e-08	0.000e+00	0.000e+00	2.891e-04	6.232e-09	0.000e+00	0.000e+00
RIPPLY2	5.875e-04	7.214e-08	7.381e-05	5.787e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RIPPLY3	0.000e+00	1.115e-07	0.000e+00	0.000e+00	0.000e+00	8.575e-09	0.000e+00	0.000e+00
RIT1	2.998e-03	1.012e-07	6.998e-05	5.932e-09	6.998e-05	5.932e-09	0.000e+00	2.770e-08
RIT2	4.413e-03	1.506e-07	1.696e-04	1.074e-08	8.481e-05	5.372e-09	7.027e-04	8.046e-08
RITA1	0.000e+00	9.432e-08	2.856e-04	6.365e-09	0.000e+00	0.000e+00	1.465e-04	6.522e-08
RLBP1	0.000e+00	1.029e-07	2.244e-04	8.674e-09	1.122e-04	4.337e-09	0.000e+00	0.000e+00
RLF	0.000e+00	6.345e-07	0.000e+00	4.287e-08	0.000e+00	0.000e+00	9.865e-05	2.372e-07
RLIM	1.667e-03	2.801e-07	3.678e-04	2.041e-08	0.000e+00	0.000e+00	4.917e-04	5.081e-08
RLN1	7.454e-04	9.190e-08	7.035e-04	7.734e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RLN2	2.692e-04	6.701e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RLN3	0.000e+00	6.002e-08	3.409e-05	7.287e-09	0.000e+00	0.000e+00	8.027e-05	1.791e-08
CARMIL2	3.876e-03	5.139e-07	9.550e-04	3.253e-08	1.194e-04	4.067e-09	8.150e-04	2.052e-07
RMDN1	0.000e+00	1.200e-07	1.970e-04	9.710e-09	2.955e-04	1.457e-08	1.179e-04	4.101e-08
RMDN2	6.858e-04	2.142e-07	0.000e+00	1.715e-08	0.000e+00	0.000e+00	1.008e-03	1.264e-07
RMDN3	0.000e+00	1.458e-07	3.184e-05	7.372e-09	3.184e-05	7.372e-09	0.000e+00	2.770e-08
RMI1	2.133e-04	2.063e-07	2.764e-05	1.611e-08	0.000e+00	0.000e+00	6.761e-04	1.114e-07
RMI2	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00	8.796e-05	1.697e-08
RMND1	0.000e+00	1.286e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.770e-08
RMND5A	4.990e-04	1.355e-07	0.000e+00	0.000e+00	0.000e+00	8.575e-09	0.000e+00	2.770e-08
RMND5B	1.519e-03	7.985e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.770e-08
RNASE1	3.296e-04	6.473e-08	3.945e-04	2.252e-09	0.000e+00	0.000e+00	5.377e-05	2.114e-08
RNASE10	1.317e-03	8.745e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.770e-08
RNASE11	1.240e-04	8.106e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.770e-08
RNASE12	1.680e-03	5.659e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RNASE13	0.000e+00	4.287e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RNASE2	8.374e-04	3.698e-08	3.481e-04	4.006e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RNASE3	0.000e+00	7.717e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.615e-04	2.350e-08
RNASE4	0.000e+00	5.145e-08	1.099e-04	4.424e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RNASE6	4.801e-04	4.189e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	7.834e-05	1.814e-08
RNASE7	1.364e-03	5.140e-08	0.000e+00	8.575e-09	0.000e+00	0.000e+00	5.895e-05	2.051e-08
RNASE8	7.706e-04	4.807e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RNASE9	4.418e-04	8.621e-08	3.109e-04	5.408e-09	0.000e+00	0.000e+00	1.562e-05	2.579e-08
RNASEH1	0.000e+00	1.286e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
RNASEH2A	1.198e-03	1.262e-07	0.000e+00	0.000e+00	0.000e+00	8.575e-09	0.000e+00	0.000e+00
RNASEH2B	0.000e+00	6.002e-08	0.000e+00	0.000e+00	0.000e+00	8.575e-09	7.778e-04	7.130e-08
RNASEH2C	0.000e+00	4.287e-08	1.697e-04	2.168e-09	3.393e-04	4.335e-09	0.000e+00	0.000e+00
RNASEK	0.000e+00	4.287e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RNASEL	0.000e+00	3.173e-07	1.966e-04	2.688e-08	0.000e+00	0.000e+00	0.000e+00	5.539e-08
RNASET2	1.648e-03	1.007e-07	6.683e-05	6.051e-09	6.683e-05	6.051e-09	0.000e+00	2.770e-08
RND1	1.160e-03	7.624e-08	2.386e-04	8.139e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
RND2	3.344e-05	7.591e-08	1.329e-05	8.073e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RND3	7.499e-04	7.458e-08	1.539e-04	1.134e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RNF10	2.391e-03	2.270e-07	0.000e+00	0.000e+00	0.000e+00	8.575e-09	6.736e-05	7.487e-08
RNF103	3.738e-03	1.075e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	2.742e-04	1.050e-07
RNF103-CHMP3	1.823e-03	6.835e-08	3.679e-06	1.701e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RNF11	3.711e-04	3.743e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RNF111	5.417e-03	2.585e-07	2.638e-04	7.187e-09	5.276e-04	1.437e-08	0.000e+00	1.939e-07
RNF112	0.000e+00	3.430e-07	0.000e+00	1.715e-08	0.000e+00	8.575e-09	4.411e-04	8.467e-08
RNF113A	1.166e-03	1.189e-07	2.521e-05	7.623e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RNF113B	0.000e+00	1.372e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.698e-04	3.798e-08
RNF114	0.000e+00	6.860e-08	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RNF115	0.000e+00	9.432e-08	1.466e-04	1.161e-08	0.000e+00	0.000e+00	2.955e-04	1.935e-08
RNF121	1.636e-04	9.672e-08	2.090e-04	9.257e-09	1.045e-04	4.629e-09	1.276e-04	3.982e-08
RNF122	0.000e+00	5.145e-08	3.744e-04	1.159e-08	1.248e-04	3.862e-09	0.000e+00	0.000e+00
RNF123	0.000e+00	4.116e-07	0.000e+00	0.000e+00	0.000e+00	2.572e-08	0.000e+00	1.385e-07
RNF125	3.620e-04	8.923e-08	3.394e-04	4.333e-09	1.697e-04	2.167e-09	0.000e+00	0.000e+00
RNF126	4.330e-04	1.123e-07	1.582e-04	2.600e-09	3.164e-04	5.201e-09	5.125e-04	4.827e-08
RNF128	1.479e-03	1.757e-07	3.293e-04	1.329e-08	0.000e+00	0.000e+00	5.724e-04	6.866e-08
RNF13	9.020e-04	1.203e-07	0.000e+00	0.000e+00	1.275e-04	1.233e-08	1.447e-04	6.544e-08
RNF130	0.000e+00	8.575e-08	2.519e-04	2.479e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
RNF133	0.000e+00	2.401e-07	0.000e+00	1.715e-08	0.000e+00	0.000e+00	3.028e-04	4.615e-08
RNF135	0.000e+00	1.458e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RNF138	0.000e+00	4.287e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.065e-04	3.020e-08
RNF139	0.000e+00	1.801e-07	1.353e-04	1.204e-08	0.000e+00	0.000e+00	0.000e+00	8.309e-08
RNF14	0.000e+00	9.432e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RNF141	0.000e+00	7.717e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RNF144A	5.731e-04	1.327e-07	2.682e-04	7.020e-09	2.682e-04	7.020e-09	0.000e+00	2.770e-08
RNF144B	1.082e-03	1.135e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.770e-08
RNF145	0.000e+00	1.715e-07	1.824e-04	1.884e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RNF146	0.000e+00	5.145e-08	0.000e+00	1.715e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
RNF148	3.517e-03	1.158e-07	0.000e+00	1.715e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RNF149	2.493e-03	9.449e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RNF150	1.612e-03	2.564e-07	9.686e-05	4.917e-09	1.937e-04	9.834e-09	0.000e+00	2.770e-08
RNF151	9.060e-04	9.441e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RNF152	1.360e-03	1.887e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RNF157	0.000e+00	3.001e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	5.539e-08
RNF165	1.548e-03	2.159e-07	8.886e-05	3.094e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
RNF166	1.668e-03	5.705e-08	1.563e-04	2.672e-09	1.563e-04	2.672e-09	0.000e+00	2.770e-08
RNF167	0.000e+00	3.430e-08	0.000e+00	0.000e+00	0.000e+00	8.575e-09	0.000e+00	5.539e-08
RNF168	6.851e-04	1.799e-07	4.506e-05	1.545e-08	0.000e+00	8.575e-09	0.000e+00	8.309e-08
RNF169	3.928e-04	2.081e-07	3.278e-04	1.335e-08	0.000e+00	0.000e+00	0.000e+00	5.539e-08
RNF17	0.000e+00	9.175e-07	0.000e+00	6.002e-08	0.000e+00	3.430e-08	7.225e-05	1.574e-07
RNF170	0.000e+00	7.717e-08	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
RNF175	3.736e-03	9.902e-08	5.695e-04	1.279e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RNF180	3.961e-03	2.449e-07	3.058e-04	1.418e-08	2.039e-04	9.452e-09	2.884e-05	7.957e-08
RNF181	1.111e-03	5.236e-08	6.780e-06	8.319e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RNF182	2.319e-03	1.354e-07	1.843e-05	7.879e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
RNF183	0.000e+00	8.575e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RNF185	0.000e+00	1.029e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.269e-05	2.493e-08
RNF186	2.433e-03	6.247e-08	1.456e-04	3.075e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RNF187	0.000e+00	6.860e-08	1.453e-04	3.088e-09	1.453e-04	3.088e-09	0.000e+00	0.000e+00
RNF19A	4.163e-03	1.601e-07	1.837e-04	1.021e-08	9.187e-05	5.105e-09	0.000e+00	8.309e-08
RNF19B	1.724e-03	1.321e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.078e-04	1.253e-07
RNF2	2.560e-03	9.198e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	4.406e-05	2.232e-08
RNF20	0.000e+00	3.516e-07	1.207e-04	2.117e-08	8.048e-05	1.411e-08	0.000e+00	8.309e-08
RNF207	0.000e+00	2.487e-07	0.000e+00	1.715e-08	0.000e+00	2.572e-08	0.000e+00	0.000e+00
RNF208	1.981e-04	1.469e-07	8.128e-05	5.506e-09	0.000e+00	0.000e+00	5.571e-04	4.283e-08
RNF212	0.000e+00	5.145e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.770e-08
RNF213	2.121e-03	1.515e-06	1.578e-03	1.033e-07	4.152e-04	2.720e-08	6.719e-04	4.443e-07
RNF214	0.000e+00	1.886e-07	0.000e+00	1.715e-08	0.000e+00	0.000e+00	0.000e+00	8.309e-08
RNF215	9.651e-04	1.436e-07	9.228e-05	5.090e-09	9.228e-05	5.090e-09	0.000e+00	0.000e+00
RNF216	1.413e-03	2.382e-07	4.196e-04	1.846e-08	2.098e-04	9.228e-09	3.868e-04	9.130e-08
RNF217	2.336e-03	1.090e-07	2.588e-04	7.378e-09	2.588e-04	7.378e-09	0.000e+00	5.539e-08
OBI1	2.489e-03	2.404e-07	1.090e-05	2.531e-08	0.000e+00	0.000e+00	0.000e+00	5.539e-08
RNF220	1.036e-03	2.782e-07	0.000e+00	0.000e+00	0.000e+00	8.575e-09	0.000e+00	0.000e+00
RNF222	1.258e-03	9.828e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.328e-04	2.699e-08
RNF223	0.000e+00	1.372e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	8.579e-04	6.154e-08
RNF224	1.056e-04	5.604e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RNF24	0.000e+00	2.572e-08	0.000e+00	0.000e+00	2.942e-05	7.464e-09	0.000e+00	0.000e+00
RNF25	0.000e+00	1.543e-07	2.095e-05	7.784e-09	2.095e-05	7.784e-09	3.573e-04	9.490e-08
RNF26	1.965e-03	9.730e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.179e-05	8.043e-08
RNF31	4.409e-03	3.394e-07	2.633e-04	2.436e-08	1.317e-04	1.218e-08	4.317e-05	1.332e-07
RNF32	8.320e-04	9.721e-08	5.339e-05	6.559e-09	5.339e-05	6.559e-09	1.767e-04	1.169e-07
RNF34	0.000e+00	1.115e-07	2.060e-04	9.370e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
RNF38	0.000e+00	1.372e-07	0.000e+00	2.572e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
RNF39	0.000e+00	2.487e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RNF4	0.000e+00	7.717e-08	0.000e+00	0.000e+00	0.000e+00	8.575e-09	0.000e+00	0.000e+00
RNF40	2.627e-05	4.020e-07	7.782e-04	3.921e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
RNF41	7.282e-04	9.255e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.770e-08
RNF43	4.661e-03	2.270e-07	2.925e-03	1.817e-08	1.950e-04	1.211e-09	1.100e-02	2.088e-07
RNF44	0.000e+00	1.286e-07	2.162e-05	7.758e-09	2.162e-05	7.758e-09	4.605e-04	1.100e-07
RNF5	9.125e-05	9.088e-08	0.000e+00	0.000e+00	2.150e-04	9.030e-09	3.740e-05	5.083e-08
RNF6	3.833e-03	1.382e-07	2.564e-04	1.604e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RNF7	3.771e-04	2.863e-08	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RNF8	0.000e+00	1.200e-07	1.461e-04	2.021e-08	0.000e+00	0.000e+00	2.168e-04	5.664e-08
RNFT1	0.000e+00	1.286e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	8.503e-06	5.435e-08
RNFT2	2.582e-03	1.769e-07	1.781e-04	1.042e-08	8.904e-05	5.212e-09	0.000e+00	2.770e-08
RNGTT	0.000e+00	2.572e-07	0.000e+00	8.575e-09	0.000e+00	8.575e-09	3.833e-04	6.404e-08
RNH1	0.000e+00	1.029e-07	3.355e-04	4.480e-09	3.355e-04	4.480e-09	0.000e+00	8.309e-08
RNLS	2.687e-04	9.275e-08	0.000e+00	0.000e+00	2.104e-04	9.206e-09	0.000e+00	0.000e+00
RNMT	1.145e-03	1.625e-07	0.000e+00	0.000e+00	0.000e+00	8.575e-09	3.876e-04	1.189e-07
MRM3	0.000e+00	1.372e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RNPC3	2.526e-03	1.104e-07	0.000e+00	0.000e+00	0.000e+00	8.575e-09	0.000e+00	2.770e-08
RNPEP	2.474e-03	1.381e-07	4.600e-04	8.354e-09	1.533e-04	2.785e-09	2.708e-05	1.075e-07
RNPEPL1	2.698e-03	1.382e-07	2.727e-04	6.853e-09	1.363e-04	3.426e-09	0.000e+00	0.000e+00
RNPS1	0.000e+00	1.543e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
ROBO1	0.000e+00	1.140e-06	0.000e+00	7.717e-08	0.000e+00	5.145e-08	0.000e+00	2.216e-07
ROBO2	1.091e-02	1.080e-06	2.214e-04	7.739e-08	1.771e-04	6.191e-08	9.074e-04	1.663e-07
ROBO3	4.123e-03	6.503e-07	0.000e+00	1.715e-08	0.000e+00	2.572e-08	0.000e+00	1.939e-07
ROBO4	4.063e-03	4.382e-07	1.060e-03	2.857e-08	3.975e-04	1.071e-08	3.870e-04	1.467e-07
ROCK1	0.000e+00	4.202e-07	6.089e-05	2.343e-08	2.030e-05	7.808e-09	1.015e-03	1.809e-07
ROCK2	1.968e-03	2.944e-07	1.069e-03	2.824e-08	2.672e-04	7.059e-09	0.000e+00	1.939e-07
ROGDI	1.247e-03	9.867e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	4.179e-05	2.260e-08
ROM1	0.000e+00	8.575e-08	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
ROMO1	0.000e+00	2.572e-08	1.623e-04	2.445e-09	0.000e+00	0.000e+00	1.448e-04	1.004e-08
ROPN1	1.422e-03	4.064e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	5.654e-06	2.701e-08
ROPN1B	0.000e+00	3.430e-08	0.000e+00	0.000e+00	1.688e-04	1.078e-08	7.173e-07	2.761e-08
ROPN1L	0.000e+00	1.200e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.840e-04	2.075e-08
ROR1	4.973e-03	3.867e-07	1.478e-04	2.014e-08	4.928e-05	6.714e-09	0.000e+00	5.539e-08
ROR2	0.000e+00	8.060e-07	0.000e+00	3.430e-08	0.000e+00	2.572e-08	3.461e-04	1.240e-07
RORA	0.000e+00	1.629e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	3.071e-04	7.333e-08
RORB	0.000e+00	4.630e-07	1.801e-05	2.504e-08	2.401e-05	3.339e-08	3.284e-04	9.842e-08
RORC	0.000e+00	2.744e-07	2.695e-04	1.555e-08	2.695e-04	1.555e-08	0.000e+00	2.770e-08
ROS1	0.000e+00	1.278e-06	0.000e+00	1.029e-07	0.000e+00	3.430e-08	0.000e+00	1.662e-07
RP1	1.412e-03	2.022e-06	0.000e+00	1.372e-07	0.000e+00	0.000e+00	1.261e-03	3.447e-07
RP1-127H14.3	5.666e-04	3.005e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RP1-130H16.18	0.000e+00	1.972e-07	0.000e+00	0.000e+00	0.000e+00	8.575e-09	8.090e-05	7.322e-08
RP1-170O19.20	0.000e+00	6.002e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.553e-04	1.205e-08
RP1-228P16.5	0.000e+00	5.145e-08	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
SUMO2P21	0.000e+00	4.287e-08	7.435e-05	5.767e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RP1-32I10.10	6.512e-04	3.543e-08	1.011e-04	4.756e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RP1-66C13.4	1.071e-03	5.388e-08	2.770e-05	1.610e-08	0.000e+00	8.575e-09	1.226e-04	1.274e-08
RP11-1021N1.1	0.000e+00	3.430e-08	1.527e-04	2.810e-09	0.000e+00	8.575e-09	1.563e-04	8.631e-09
RP11-1026M7.2	2.429e-04	1.655e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RP11-1035H13.3	0.000e+00	6.860e-08	0.000e+00	0.000e+00	5.854e-07	8.553e-09	0.000e+00	2.770e-08
RP11-1055B8.7	0.000e+00	1.072e-06	3.672e-04	5.473e-08	4.590e-05	6.842e-09	0.000e+00	2.216e-07
RP11-105C20.2	1.689e-04	4.507e-08	3.389e-04	4.353e-09	3.389e-04	4.353e-09	0.000e+00	0.000e+00
RP11-1070N10.3	0.000e+00	1.715e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.528e-04	1.236e-08
RP11-1085N6.3	2.155e-04	1.759e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RP11-108K14.8	0.000e+00	1.029e-07	8.436e-05	5.389e-09	8.436e-05	5.389e-09	0.000e+00	8.309e-08
RP11-10A14.4	0.000e+00	6.002e-08	3.720e-04	3.102e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RP11-10J21.3	0.000e+00	1.115e-07	2.945e-05	7.463e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RP11-1102P16.1	2.128e-03	3.968e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
RP11-1105G2.3	0.000e+00	2.572e-08	1.091e-04	4.454e-09	0.000e+00	0.000e+00	1.429e-03	4.721e-08
GVQW3	1.172e-03	9.295e-08	3.165e-04	5.199e-09	1.582e-04	2.600e-09	1.964e-04	3.144e-08
SLC25A51P4	2.651e-03	2.851e-08	2.913e-04	6.151e-09	0.000e+00	0.000e+00	1.604e-04	8.135e-09
