Chr37	Start37	End37	Orient37	Chr38 	Start38	End38	Orient38
10	47023018	47023024	+	10	46489850	46489856	+
10	47023024	47023043	+	10	46489859	46489878	+
10	47023043	47023053	+	10	46489886	46489896	+
10	47023054	47023056	+	10	46489896	46489898	+
10	47023056	47023065	+	10	46489901	46489910	+
10	47023065	47023069	+	10	46489924	46489928	+
10	47023073	47023080	+	10	46489928	46489935	+
10	47023082	47023096	+	10	46489935	46489949	+
10	47023096	47023103	+	10	46489950	46489957	+
10	47023103	47059578	+	10	46489963	46526438	+
10	47059578	47059593	+	10	46526445	46526460	+
10	47059615	47059632	+	10	46526460	46526477	+
10	47059636	47059643	+	10	46526477	46526484	+
10	47059644	47059646	+	10	46526484	46526486	+
10	47059650	47059661	+	10	46526486	46526497	+
10	47059661	47059670	+	10	46526505	46526514	+
10	47059676	47059682	+	10	46526514	46526520	+
10	47059683	47059698	+	10	46526520	46526535	+
10	47059698	47059707	+	10	46526538	46526547	+
10	47059713	47059720	+	10	46526547	46526554	+
10	47059720	47059744	+	10	46526555	46526579	+
10	47059745	47059754	+	10	46526579	46526588	+
10	47059759	47059771	+	10	46526588	46526600	+
10	47059775	47059783	+	10	46526600	46526608	+
10	47059786	47059793	+	10	46526608	46526615	+
10	47059793	47059807	+	10	46526621	46526635	+
10	47059822	47059835	+	10	46526635	46526648	+
10	47059836	47059845	+	10	46526648	46526657	+
10	47059849	47059853	+	10	46526657	46526661	+
10	47059859	47059871	+	10	46526661	46526673	+
10	47059871	47059880	+	10	46526677	46526686	+
10	47059880	47061697	+	10	46487739	46489556	-
10	47061701	47062528	+	10	46486912	46487739	-
10	47062539	47063320	+	10	46486131	46486912	-
10	47063325	47063617	+	10	46485839	46486131	-
10	47063627	47063680	+	10	46485786	46485839	-
10	47063680	47065465	+	10	46483995	46485780	-
10	47065465	47065657	+	10	46483801	46483993	-
10	47065657	47065714	+	10	46483743	46483800	-
10	47065714	47073825	+	10	46475631	46483742	-
10	47073825	47078752	+	10	46470700	46475627	-
10	47078752	47081893	+	10	46467557	46470698	-
10	47081893	47083171	+	10	46466278	46467556	-
10	47083171	47085046	+	10	46464368	46466243	-
10	47085050	47088375	+	10	46461043	46464368	-
10	47088703	47090537	+	10	46459209	46461043	-
10	47090538	47091173	+	10	46458574	46459209	-
10	47091176	47091341	+	10	46458409	46458574	-
10	47091343	47092085	+	10	46457667	46458409	-
10	47092089	47093897	+	10	46455859	46457667	-
10	47093900	47094081	+	10	46455678	46455859	-
10	47094082	47094141	+	10	46455619	46455678	-
10	47094141	47097884	+	10	46451875	46455618	-
10	47097886	47104431	+	10	46445330	46451875	-
10	47104431	47109463	+	10	46440296	46445328	-
10	47109463	47114249	+	10	46435509	46440295	-
10	47114249	47120382	+	10	46429370	46435503	-
10	47120384	47133076	+	10	46416678	46429370	-
10	47133076	47134502	+	10	46415248	46416674	-
10	47134502	47135043	+	10	46414705	46415246	-
10	47135043	47138268	+	10	46411479	46414704	-
10	47138271	47141633	+	10	46408117	46411479	-
10	47141633	47147234	+	10	46402513	46408114	-
10	47147234	47147912	+	10	46401834	46402512	-
10	47147928	47150859	+	10	46398903	46401834	-
10	47150859	47151117	+	10	46398641	46398899	-
10	47151120	47155044	+	10	46394717	46398641	-
10	47155047	47155711	+	10	46394053	46394717	-
10	47155713	47160233	+	10	46389533	46394053	-
10	47160233	47160455	+	10	46389310	46389532	-
10	47160455	47160711	+	10	47470466	47470722	+
10	47160711	47161521	+	10	46388244	46389054	-
10	47161521	47170893	+	10	47471532	47480904	+
10	47170893	47178730	+	10	47480908	47488745	+
10	47178733	47185288	+	10	47488745	47495300	+
10	47185291	47189484	+	10	47495300	47499493	+
10	47189484	47202778	+	10	47499494	47512788	+
10	47202778	47207868	+	10	47512789	47517879	+
10	47207868	47220522	+	10	47517880	47530534	+
10	47220523	47236408	+	10	47530534	47546419	+
10	47236408	47244137	+	10	47546420	47554149	+
10	47244153	47244199	+	10	47554149	47554195	+
10	47244199	47248561	+	10	47554204	47558566	+
10	47248561	47258542	+	10	47558570	47568551	+
10	47258542	47258948	+	10	47568552	47568958	+
10	47258948	47259593	+	10	47568959	47569604	+
10	47259752	47259756	+	10	47569764	47569768	+
10	47259778	47260352	+	10	47569768	47570342	+
10	47264135	47264138	+	10	47574128	47574131	+
10	47264140	47265224	+	10	47574131	47575215	+
10	47265228	47265343	+	10	47575218	47575333	+
10	47268028	47270767	+	10	47578018	47580757	+
10	47270776	47271797	+	10	47580765	47581786	+
10	47272625	47275301	+	10	47582613	47585289	+
10	47277226	47277228	+	10	47587215	47587217	+
10	47279917	47279958	+	10	47589903	47589944	+
10	47281465	47287689	+	10	47591455	47597679	+
10	47290960	47295948	+	10	47600957	47605945	+
10	47295949	47300121	+	10	47605945	47610117	+
10	47317024	47429169	+	10	47627004	47739149	+
10	47706152	47706298	+	10	48033741	48033887	-
10	47714123	47714698	+	10	48025364	48025939	-
10	47717768	47721169	+	10	48018944	48022345	-
10	47723955	47725376	+	10	48014739	48016160	-
10	47725384	47725406	+	10	48014712	48014734	-
10	47726787	47727135	+	10	48012972	48013320	-
10	47728068	47728069	+	10	48012036	48012037	-
10	47730776	47730929	+	10	48009172	48009325	-
10	47734369	47734668	+	10	48005435	48005734	-
10	47734668	47736308	+	10	48003770	48005410	-
10	47736423	47736709	+	10	48003370	48003656	-
10	47743021	47743026	+	10	47997121	47997126	-
10	47743329	47744256	+	10	47995893	47996820	-
10	47744623	47745232	+	10	47994914	47995523	-
10	47745921	47746224	+	10	47993922	47994225	-
10	47767474	47769740	+	10	47986641	47988907	-
10	47769740	47769906	+	10	47986474	47986640	-
10	47769909	47770647	+	10	47985736	47986474	-
10	47770653	47771251	+	10	47985138	47985736	-
10	47771251	47771320	+	10	47985067	47985136	-
10	47771320	47772045	+	10	47984341	47985066	-
10	48189353	48190411	+	10	48057031	48058089	-
10	48190431	48190432	+	10	48057030	48057031	-
10	48190432	48190761	+	10	48056699	48057028	-
10	48193132	48194300	+	10	48053176	48054344	-
10	48204690	48204807	+	10	48042658	48042775	-
10	48206141	48206814	+	10	48040657	48041330	-
10	48213239	48213559	+	10	48033887	48034207	-
10	48217353	48217354	+	10	48030079	48030080	-
10	48217565	48217582	+	10	48029850	48029867	-
10	48219877	48221391	+	10	48026044	48027558	-
10	48228514	48228515	+	10	48018943	48018944	-
10	48231290	48231300	+	10	48016160	48016170	-
10	48232727	48232729	+	10	48014734	48014736	-
10	48235408	48235409	+	10	48012052	48012053	-
10	48237647	48237983	+	10	48009475	48009811	-
10	48241294	48241729	+	10	48005734	48006169	-
10	48242028	48242030	+	10	48005410	48005412	-
10	48243673	48243676	+	10	48003767	48003770	-
10	48250344	48250616	+	10	47996849	47997121	-
10	48252553	48253239	+	10	47994226	47994912	-
10	48253240	48253241	+	10	47994225	47994226	-
10	48748369	48748988	+	10	48060871	48061490	+
10	48749784	48750022	+	10	48062285	48062523	+
10	48750503	48750514	+	10	48063003	48063014	+
10	48754649	48756274	+	10	48067148	48068773	+
10	48761959	48762632	+	10	48074447	48075120	+
10	48900575	48900725	+	10	48009325	48009475	+
10	48903120	48903282	+	10	48011874	48012036	+
10	48903316	48904196	+	10	48012053	48012933	+
10	48904559	48905582	+	10	48013320	48014343	+
10	48905973	48905976	+	10	48014736	48014739	+
10	48907409	48907958	+	10	48016170	48016719	+
10	48917192	48917297	+	10	48025939	48026044	+
10	48920183	48921096	+	10	48028937	48029850	+
10	48921115	48921327	+	10	48029867	48030079	+
10	48927416	48927716	+	10	48036186	48036486	+
10	48929966	48930140	+	10	48038638	48038812	+
10	48932651	48933979	+	10	48041330	48042658	+
10	48934093	48935985	+	10	48042781	48044673	+
10	48949024	48950951	+	10	48058089	48060016	+
10	49196944	49201959	+	10	47988907	47993922	+
10	49202946	49202948	+	10	47994912	47994914	+
10	49203556	49203926	+	10	47995523	47995893	+
10	49204853	49204882	+	10	47996820	47996849	+
10	49205160	49211404	+	10	47997126	48003370	+
10	49211693	49211804	+	10	48003656	48003767	+
10	49213446	49213459	+	10	48005412	48005425	+
10	49214193	49217196	+	10	48006169	48009172	+
10	49217836	49219899	+	10	48009811	48011874	+
10	49220063	49220078	+	10	48012037	48012052	+
10	49220958	49220997	+	10	48012933	48012972	+
10	49222367	49222736	+	10	48014343	48014712	+
10	49224735	49226959	+	10	48016719	48018943	+
10	49230360	49233379	+	10	48022345	48025364	+
10	49235575	49236954	+	10	48027558	48028937	+
10	49238098	49241759	+	10	48030080	48033741	+
10	49242222	49244201	+	10	48034207	48036186	+
10	49244501	49246653	+	10	48036486	48038638	+
10	49246826	49248671	+	10	48038812	48040657	+
10	49250795	49250801	+	10	48042775	48042781	+
10	49252695	49261198	+	10	48044673	48053176	+
10	49262370	49264426	+	10	48054344	48056400	+
10	49264426	49264724	+	10	48056401	48056699	+
10	49268060	49268915	+	10	48060016	48060871	+
10	49269529	49270324	+	10	48061490	48062285	+
10	49270562	49271042	+	10	48062523	48063003	+
10	49271054	49275188	+	10	48063014	48067148	+
10	49276810	49282484	+	10	48068773	48074447	+
10	49283163	49727921	+	10	48075120	48519878	+
10	49727922	49731570	+	10	48519878	48523526	+
10	49731571	50580162	+	10	48523526	49372117	+
10	50580163	51137410	+	10	49372117	49929364	+
10	51272073	51272263	+	10	49962718	49962908	-
10	51272783	51272834	+	10	49962154	49962205	-
10	51274782	51274784	+	10	49960210	49960212	-
10	51358986	51359466	+	10	49929364	49929844	+
10	51361324	51361325	+	10	49931707	49931708	+
10	51362167	51362467	+	10	49932540	49932840	+
10	51364477	51364775	+	10	49934848	49935146	+
10	51364775	51365124	+	10	49935147	49935496	+
10	51365126	51365762	+	10	49935496	49936132	+
10	51366404	51366575	+	10	49936774	49936945	+
10	51366575	51366656	+	10	49936953	49937034	+
10	51366657	51366894	+	10	49937034	49937271	+
10	51367094	51367517	+	10	49937480	49937903	+
10	51367970	51370752	+	10	49938611	49941393	+
10	51370752	51370798	+	10	49941394	49941440	+
10	51370798	51371106	+	10	49941453	49941761	+
10	51371107	51371124	+	10	49941761	49941778	+
10	51371125	51371133	+	10	49941778	49941786	+
10	51371133	51371702	+	10	49941787	49942356	+
10	51371702	51371952	+	10	49942357	49942607	+
10	51371956	51372102	+	10	49942607	49942753	+
10	51372467	51372562	+	10	49943124	49943219	+
10	51372731	51373077	+	10	49943391	49943737	+
10	51373097	51373528	+	10	49943760	49944191	+
10	51373529	51374706	+	10	49944191	49945368	+
10	51374706	51375865	+	10	49945369	49946528	+
10	51375870	51376325	+	10	49946528	49946983	+
10	51376325	51376790	+	10	49946985	49947450	+
10	51376790	51376947	+	10	49947452	49947609	+
10	51376948	51377208	+	10	49947609	49947869	+
10	51377208	51377382	+	10	49947873	49948047	+
10	51377383	51377850	+	10	49948047	49948514	+
10	51377850	51378252	+	10	49948515	49948917	+
10	51378382	51378522	+	10	49949057	49949197	+
10	51378527	51379530	+	10	49949197	49950200	+
10	51379530	51379833	+	10	49950215	49950518	+
10	51379860	51380706	+	10	49950547	49951393	+
10	51380706	51381358	+	10	49951394	49952046	+
10	51381359	51381623	+	10	49952046	49952310	+
10	51381731	51382280	+	10	49952418	49952967	+
10	51382282	51382579	+	10	49952967	49953264	+
10	51382579	51383430	+	10	49953265	49954116	+
10	51384045	51384388	+	10	49954748	49955091	+
10	51384388	51384601	+	10	49955096	49955309	+
10	51384606	51385325	+	10	49955309	49956028	+
10	51385743	51385843	+	10	49956471	49956571	+
10	51385846	51386149	+	10	49956571	49956874	+
10	51386150	51386531	+	10	49956874	49957255	+
10	51387180	51387920	+	10	49957897	49958637	+
10	51387924	51388050	+	10	49958637	49958763	+
10	51388051	51389032	+	10	49958763	49959744	+
10	51390698	51390744	+	10	49961414	49961460	+
10	51390900	51391437	+	10	49961617	49962154	+
10	51391476	51391989	+	10	49962205	49962718	+
10	51605250	51605716	+	10	49959744	49960210	-
10	51607571	51608213	+	10	49957255	49957897	-
10	51609004	51609424	+	10	49956031	49956451	-
10	51610704	51611319	+	10	49954118	49954733	-
10	51613019	51613126	+	10	49952311	49952418	-
10	51614889	51614916	+	10	49950519	49950546	-
10	51616369	51616499	+	10	49948927	49949057	-
10	51621654	51621675	+	10	49943737	49943758	-
10	51622021	51622189	+	10	49943219	49943387	-
10	51622285	51622652	+	10	49942753	49943120	-
10	51626785	51627238	+	10	49938158	49938611	-
10	51627663	51627861	+	10	49937282	49937480	-
10	51628351	51628992	+	10	49936132	49936773	-
10	51630284	51632289	+	10	49932843	49934848	-
10	51632588	51633420	+	10	49931708	49932540	-
10	51633429	51633932	+	10	49931204	49931707	-
10	51633932	51635284	+	10	49929844	49931196	-
10	51719955	51721157	+	10	49960212	49961414	+
10	51721202	51721359	+	10	49961460	49961617	+
10	51722668	57766889	+	10	49962908	56007129	+
10	57766890	58292787	+	10	56007129	56533026	+
10	58292787	59855569	+	10	56533027	58095809	+
10	59855570	60021327	+	10	58095809	58261566	+
10	60021327	61122268	+	10	58261567	59362508	+
10	61122268	63595544	+	10	59362510	61835786	+
10	63595545	64371212	+	10	61835786	62611453	+
10	64371213	65830439	+	10	62611453	64070679	+
10	65830440	65957416	+	10	64070679	64197655	+
10	65957416	66149346	+	10	64197656	64389586	+
10	66149346	66177949	+	10	64389587	64418190	+
10	66177949	66221759	+	10	64418191	64462001	+
10	66221759	66660755	+	10	64462002	64900998	+
10	66660756	69664203	+	10	64900998	67904445	+
10	69664203	70597397	+	10	67904446	68837640	+
10	70597397	72595675	+	10	68837641	70835919	+
10	72595676	73622605	+	10	70835919	71862848	+
10	73622606	79845125	+	10	71862848	78085367	+
10	79845125	81102353	+	10	78085368	79342596	+
10	81102353	87197769	+	10	79342597	85438013	+
10	87197770	97920099	+	10	85438013	96160342	+
10	97920099	98010534	+	10	96160343	96250778	+
10	98010535	105387596	+	10	96250778	103627839	+
10	105387597	114211959	+	10	103627839	112452201	+
10	114211960	116855119	+	10	112452201	115095360	+
10	116855119	116858210	+	10	115095362	115098453	+
10	116858212	116862799	+	10	115098453	115103040	+
10	116862800	116864676	+	10	115103040	115104916	+
10	116864677	116868920	+	10	115104916	115109159	+
10	116868921	116871830	+	10	115109159	115112068	+
10	116871831	116874534	+	10	115112068	115114771	+
10	116874535	116888590	+	10	115114771	115128826	+
10	116888590	116891947	+	10	115128828	115132185	+
10	116891948	116895696	+	10	115132185	115135933	+
10	116895697	116903175	+	10	115135933	115143411	+
10	116903175	116903746	+	10	115143412	115143983	+
10	116903747	116904678	+	10	115143983	115144914	+
10	116904679	116906567	+	10	115144914	115146802	+
10	116906568	116908510	+	10	115146802	115148744	+
10	116908510	116917318	+	10	115148745	115157553	+
10	116917318	116917816	+	10	115157554	115158052	+
10	116917816	116920247	+	10	115158055	115160486	+
10	116920247	116920255	+	10	115160487	115160495	+
10	116920256	116920279	+	10	115160495	115160518	+
10	116920279	116920288	+	10	115160519	115160528	+
10	116920288	116921907	+	10	115160529	115162148	+
10	116921908	116926977	+	10	115162148	115167217	+
10	116926977	116928776	+	10	115167218	115169017	+
10	116928776	116931101	+	10	115169018	115171343	+
10	116931101	116933269	+	10	115171345	115173513	+
10	116933269	116933603	+	10	115173514	115173848	+
10	116933603	116933657	+	10	115173849	115173903	+
10	116933657	116933697	+	10	115173904	115173944	+
10	116933697	116937625	+	10	115173945	115177873	+
10	116937626	116937677	+	10	115177873	115177924	+
10	116937677	116946924	+	10	115177925	115187172	+
10	116946924	116948487	+	10	115187173	115188736	+
10	116948489	116963330	+	10	115188736	115203577	+
10	116963331	116963499	+	10	115203577	115203745	+
10	116963499	116973793	+	10	115203747	115214041	+
10	116973799	116980482	+	10	115214041	115220724	+
10	116980482	116981711	+	10	115220725	115221954	+
10	116981711	116983669	+	10	115221955	115223913	+
10	116983685	116985247	+	10	115223913	115225475	+
10	116985267	116986355	+	10	115225475	115226563	+
10	116986355	116990710	+	10	115226564	115230919	+
10	116990710	117000693	+	10	115230923	115240906	+
10	117000695	117005288	+	10	115240906	115245499	+
10	117005288	117006327	+	10	115245501	115246540	+
10	117006327	117008807	+	10	115246859	115249339	+
10	117008809	117019484	+	10	115249339	115260014	+
10	117019491	117021665	+	10	115260014	115262188	+
10	117021666	117024557	+	10	115262188	115265079	+
10	117024557	117029361	+	10	115265080	115269884	+
10	117029366	117029841	+	10	115269884	115270359	+
10	117029863	117029913	+	10	115270359	115270409	+
10	117029915	117030671	+	10	115270409	115271165	+
10	117030675	117494743	+	10	115271165	115735233	+
10	117494744	117914757	+	10	115735233	116155246	+
10	117914758	118383464	+	10	116155246	116623952	+
10	118383464	119936997	+	10	116623953	118177486	+
10	119936998	122696011	+	10	118177486	120936499	+
10	122696012	122843042	+	10	120936499	121083529	+
10	122843043	123479215	+	10	121083529	121719701	+
10	123479216	124112574	+	10	121719701	122353059	+
10	124112575	125869472	+	10	122353059	124109956	+
10	125919472	128616069	+	10	124230903	126927500	+
10	128766069	132625994	+	10	126967805	130827730	+
10	132625994	133381404	+	10	130827731	131583141	+
10	133431404	133677229	+	10	131599068	131844893	+
10	133677229	133677527	+	10	131844894	131845192	+
10	133727527	135477791	+	10	131914023	133664287	+
10	135477791	135524747	+	10	133740466	133787422	+
11	60000	1076496	+	11	60000	1076496	+
11	1076496	1076645	+	11	1076534	1076683	+
11	1076649	1076751	+	11	1076683	1076785	+
11	1076929	1078764	+	11	1076785	1078620	+
11	1078764	1078784	+	11	1080749	1080769	+
11	1078784	1078792	+	11	1080773	1080781	+
11	1078799	1078853	+	11	1080781	1080835	+
11	1078856	1078889	+	11	1080835	1080868	+
11	1078892	1079082	+	11	1080868	1081058	+
11	1079085	1079150	+	11	1081058	1081123	+
11	1079153	1079186	+	11	1081123	1081156	+
11	1079186	1079217	+	11	1081159	1081190	+
11	1079220	1079280	+	11	1081190	1081250	+
11	1079280	1079341	+	11	1081253	1081314	+
11	1079341	1079406	+	11	1081317	1081382	+
11	1079409	1079536	+	11	1081382	1081509	+
11	1079536	1085130	+	11	1081540	1087134	+
11	1085131	1085134	+	11	1087134	1087137	+
11	1085134	1085144	+	11	1087141	1087151	+
11	1085146	1085174	+	11	1087151	1087179	+
11	1085178	1085194	+	11	1087179	1087195	+
11	1085194	1085278	+	11	1087205	1087289	+
11	1085278	1085342	+	11	1087293	1087357	+
11	1085358	1085418	+	11	1087357	1087417	+
11	1085418	1086574	+	11	1087429	1088585	+
11	1086574	1086679	+	11	1088646	1088751	+
11	1086679	1086682	+	11	1088752	1088755	+
11	1086682	1086694	+	11	1088756	1088768	+
11	1086694	1086754	+	11	1088770	1088830	+
11	1086754	1086788	+	11	1088832	1088866	+
11	1086800	1086814	+	11	1088866	1088880	+
11	1086816	1089224	+	11	1088880	1091288	+
11	1089228	1089321	+	11	1091288	1091381	+
11	1089321	1092799	+	11	1091383	1094861	+
11	1092799	1144541	+	11	1098891	1150633	+
11	1144542	1144564	+	11	1150633	1150655	+
11	1144565	1144585	+	11	1150655	1150675	+
11	1144587	1144593	+	11	1150675	1150681	+
11	1144593	1148776	+	11	1150682	1154865	+
11	1148776	1148787	+	11	1154877	1154888	+
11	1148787	1148865	+	11	1154892	1154970	+
11	1148865	1148904	+	11	1154978	1155017	+
11	1148904	1148924	+	11	1155037	1155057	+
11	1148924	1148946	+	11	1155061	1155083	+
11	1148946	1148962	+	11	1155087	1155103	+
11	1148962	1148975	+	11	1155107	1155120	+
11	1148975	1149034	+	11	1155124	1155183	+
11	1149034	1149092	+	11	1155199	1155257	+
11	1149092	1149106	+	11	1155265	1155279	+
11	1149106	1149119	+	11	1155287	1155300	+
11	1149119	1149140	+	11	1155320	1155341	+
11	1149140	1149199	+	11	1155345	1155404	+
11	1149199	1149203	+	11	1155409	1155413	+
11	1149203	1149216	+	11	1155417	1155430	+
11	1149216	1149222	+	11	1155434	1155440	+
11	1149222	1149224	+	11	1155453	1155455	+
11	1149224	1149236	+	11	1155466	1155478	+
11	1149236	1149273	+	11	1155480	1155517	+
11	1149273	1149308	+	11	1155543	1155578	+
11	1149308	1149311	+	11	1155602	1155605	+
11	1149311	1149339	+	11	1155630	1155658	+
11	1149339	1149355	+	11	1155680	1155696	+
11	1149355	1149389	+	11	1155700	1155734	+
11	1149389	1149422	+	11	1155746	1155779	+
11	1149422	1149434	+	11	1155795	1155807	+
11	1149434	1149470	+	11	1155823	1155859	+
11	1149486	1153159	+	11	1155859	1159532	+
11	1153159	1153460	+	11	1159552	1159853	+
11	1153470	1154073	+	11	1159853	1160456	+
11	1154073	1155007	+	11	1160457	1161391	+
11	1155008	1158604	+	11	1161391	1164987	+
11	1158637	1159094	+	11	1164987	1165444	+
11	1159094	1160508	+	11	1165445	1166859	+
11	1160508	1160613	+	11	1166894	1166999	+
11	1160613	1160661	+	11	1167036	1167084	+
11	1160661	1160744	+	11	1167085	1167168	+
11	1160744	1162759	+	11	1167409	1169424	+
11	1212759	1212784	+	11	1191533	1191558	+
11	1212784	1214538	+	11	1191559	1193313	+
11	1214539	1216317	+	11	1193313	1195091	+
11	1216317	1216337	+	11	1195092	1195112	+
11	1216338	1222935	+	11	1195112	1201709	+
11	1222939	6630032	+	11	1201709	6608802	+
11	6630033	7716915	+	11	6608802	7695684	+
11	7717231	14101494	+	11	7695684	14079947	+
11	14101494	16442058	+	11	14079948	16420512	+
11	16442059	19616037	+	11	16420512	19594490	+
11	19616037	25704680	+	11	19594491	25683134	+
11	25704681	30827945	+	11	25683134	30806398	+
11	30828528	31661444	+	11	30806981	31639897	+
11	31661445	31840673	+	11	31639897	31819125	+
11	31840673	31863639	+	11	31819126	31842092	+
11	31863639	33908434	+	11	31842093	33886888	+
11	33908435	35453796	+	11	33886888	35432249	+
11	35453797	35784311	+	11	35432249	35762763	+
11	35784312	35812443	+	11	35762763	35790894	+
11	35812444	36968493	+	11	35790894	36946943	+
11	36968493	36975762	+	11	36946944	36954213	+
11	36975763	44837552	+	11	36954213	44816002	+
11	44837553	45415812	+	11	44816002	45394261	+
11	45415812	45746058	+	11	45394262	45724508	+
11	45746059	46342261	+	11	45724508	46320710	+
11	46342261	46837633	+	11	46320711	46816083	+
11	46837634	47462843	+	11	46816083	47441292	+
11	47462844	49980449	+	11	47441292	49958897	+
11	49980449	49980504	+	11	49958898	49958953	+
11	49980504	49992151	+	11	49958954	49970601	+
11	49992152	49992212	+	11	49970601	49970661	+
11	49992212	49992663	+	11	49970662	49971113	+
11	49992663	49997916	+	11	49971117	49976370	+
11	49997916	49998298	+	11	49976375	49976757	+
11	49998298	50006407	+	11	49976762	49984871	+
11	50006408	50012962	+	11	49984871	49991425	+
11	50012963	50015796	+	11	49991425	49994258	+
11	50015797	50019490	+	11	49994258	49997951	+
11	50019490	50022819	+	11	49997952	50001281	+
11	50022820	50025526	+	11	50001281	50003987	+
11	50025526	50027480	+	11	50004005	50005959	+
11	50027481	50031054	+	11	50005959	50009532	+
11	50031054	50033357	+	11	50009533	50011836	+
11	50033357	50036351	+	11	50011837	50014831	+
11	50036352	50036996	+	11	50014831	50015475	+
11	50036996	50038693	+	11	50015477	50017174	+
11	50038694	50039359	+	11	50017174	50017839	+
11	50039359	50040181	+	11	50080205	50081027	+
11	50040185	50041520	+	11	50081027	50082362	+
11	50041521	50047036	+	11	50082362	50087877	+
11	50047037	50050000	+	11	50087877	50090840	+
11	50050000	50050699	+	11	50090841	50091540	+
11	50050710	50051127	+	11	50091540	50091957	+
11	50051128	50053346	+	11	50091957	50094175	+
11	50053346	50053994	+	11	50094177	50094825	+
11	50053995	50054335	+	11	50094825	50095165	+
11	50054336	50055780	+	11	50095165	50096609	+
11	50055781	50056816	+	11	50096609	50097644	+
11	50056816	50780519	+	11	50097645	50821348	+
11	51188367	51188390	+	11	54930881	54930904	-
11	51188391	51188395	+	11	54930877	54930881	-
11	51188395	51188434	+	11	54930837	54930876	-
11	51188434	51188470	+	11	54930800	54930836	-
11	51188473	51188487	+	11	54930786	54930800	-
11	51188487	51188497	+	11	54930767	54930777	-
11	51188506	51188614	+	11	54930659	54930767	-
11	51188619	51188622	+	11	54930656	54930659	-
11	51188622	51188640	+	11	54930633	54930651	-
11	51188649	51188653	+	11	54930629	54930633	-
11	51188653	51188706	+	11	54930568	54930621	-
11	51188706	51188711	+	11	54930562	54930567	-
11	51188712	51188722	+	11	54930552	54930562	-
11	51188723	51188780	+	11	54930495	54930552	-
11	51188781	51188783	+	11	54930493	54930495	-
11	51188783	51188881	+	11	54930394	54930492	-
11	51188882	51188963	+	11	54930313	54930394	-
11	51188963	51188965	+	11	54930304	54930306	-
11	51188972	51189171	+	11	54930105	54930304	-
11	51189173	51189178	+	11	54930100	54930105	-
11	51189178	51189297	+	11	54929979	54930098	-
11	51189302	51189311	+	11	54929970	54929979	-
11	51189311	51189751	+	11	54929525	54929965	-
11	51189755	51189758	+	11	54929522	54929525	-
11	51189759	51189820	+	11	54929461	54929522	-
11	51189824	51189827	+	11	54929458	54929461	-
11	51189827	51189907	+	11	54929375	54929455	-
11	51189909	51189910	+	11	54929374	54929375	-
11	51189910	51189939	+	11	54929343	54929372	-
11	51189939	51189978	+	11	54929300	54929339	-
11	51189979	51190184	+	11	54929095	54929300	-
11	51190185	51190195	+	11	54929085	54929095	-
11	51190195	51190268	+	11	54929011	54929084	-
11	51190268	51190291	+	11	54928987	54929010	-
11	51190292	51190298	+	11	54928981	54928987	-
11	51190298	51190328	+	11	54928950	54928980	-
11	51190328	51190330	+	11	54928947	54928949	-
11	51190336	51190340	+	11	54928943	54928947	-
11	51190340	51190365	+	11	54928913	54928938	-
11	51190365	51190366	+	11	54928904	54928905	-
11	51190374	51190428	+	11	54928850	54928904	-
11	51190429	51190433	+	11	54928846	54928850	-
11	51190433	51190513	+	11	54928765	54928845	-
11	51190518	51190520	+	11	54928763	54928765	-
11	51190520	51190675	+	11	54928603	54928758	-
11	51190675	51190681	+	11	54928594	54928600	-
11	51190684	51190758	+	11	54928520	54928594	-
11	51190758	51190954	+	11	54928323	54928519	-
11	51190954	51191036	+	11	54928240	54928322	-
11	51191036	51191041	+	11	54928233	54928238	-
11	51191043	51191052	+	11	54928224	54928233	-
11	51191052	51191295	+	11	54927978	54928221	-
11	51191295	51191358	+	11	54927912	54927975	-
11	51191367	51191376	+	11	54927903	54927912	-
11	51191376	51191421	+	11	54927848	54927893	-
11	51191421	51191426	+	11	54927828	54927833	-
11	51191441	51191479	+	11	54927790	54927828	-
11	51191483	51191526	+	11	54927747	54927790	-
11	51191526	51191531	+	11	54927741	54927746	-
11	51191532	51191716	+	11	54927557	54927741	-
11	51191717	51191727	+	11	54927547	54927557	-
11	51191727	51192108	+	11	54927164	54927545	-
11	51192113	51192116	+	11	54927161	54927164	-
11	51192116	51192190	+	11	54927082	54927156	-
11	51192193	51192283	+	11	54926992	54927082	-
11	51192283	51192286	+	11	54926987	54926990	-
11	51192288	51192302	+	11	54926973	54926987	-
11	51192303	51192324	+	11	54926952	54926973	-
11	51192325	51192331	+	11	54926946	54926952	-
11	51192332	51192333	+	11	54926945	54926946	-
11	51192333	51192486	+	11	54926790	54926943	-
11	51192486	51192499	+	11	54926776	54926789	-
11	51192500	51192570	+	11	54926706	54926776	-
11	51192570	51192571	+	11	54926702	54926703	-
11	51192574	51192580	+	11	54926696	54926702	-
11	51192582	51192589	+	11	54926689	54926696	-
11	51192589	51192598	+	11	54926678	54926687	-
11	51192601	51192827	+	11	54926452	54926678	-
11	51192827	51192919	+	11	54926359	54926451	-
11	51192919	51192922	+	11	54926353	54926356	-
11	51192926	51594205	+	11	54525074	54926353	-
11	54826958	56690350	+	11	55059482	56922874	+
11	56690350	56867027	+	11	56922875	57099552	+
11	56867027	57135663	+	11	57099553	57368189	+
11	57135663	57421142	+	11	57368190	57653669	+
11	57421142	58104500	+	11	57653670	58337028	+
