Chr37	Start37	End37	Orient37	Chr38 	Start38	End38	Orient38
11	58104501	60657328	+	11	58337028	60889855	+
11	60657328	64898359	+	11	60889856	65130887	+
11	64898359	67765164	+	11	65130888	67997693	+
11	67765164	67786064	+	11	67997694	68018594	+
11	67786064	67789293	+	11	68018595	68021824	+
11	67789293	67795378	+	11	68021825	68027910	+
11	67795378	68009341	+	11	68027911	68241874	+
11	68009342	68712011	+	11	68241874	68944543	+
11	68712012	68751210	+	11	68944543	68983741	+
11	68751210	68961661	+	11	68983742	69194193	+
11	68961661	69088916	+	11	69194194	69321449	+
11	69088917	69089801	+	11	69321449	69322333	+
11	69139801	69710801	+	11	69325033	69896033	+
11	69710801	69713377	+	11	69896034	69898610	+
11	69713377	69714474	+	11	69898625	69899722	+
11	69714474	69714655	+	11	69899723	69899904	+
11	69714655	69714750	+	11	69899908	69900003	+
11	69714766	69714805	+	11	69900003	69900042	+
11	69714805	69716207	+	11	69900046	69901448	+
11	69716208	69716398	+	11	69901448	69901638	+
11	69716398	69716439	+	11	69901658	69901699	+
11	69716439	69716513	+	11	69901700	69901774	+
11	69716514	69718679	+	11	69901774	69903939	+
11	69718679	69722328	+	11	69903942	69907591	+
11	69722328	69724695	+	11	69907592	69909959	+
11	69774695	69782052	+	11	69928593	69935950	+
11	69782056	70295695	+	11	69935950	70449589	+
11	70295695	70796882	+	11	70449590	70950777	+
11	70796884	70797760	+	11	70950777	70951653	+
11	70797797	70798924	+	11	70951653	70952780	+
11	70798931	70801538	+	11	70952780	70955387	+
11	70801538	70801559	+	11	71090508	71090529	+
11	70801559	70801563	+	11	71090531	71090535	+
11	70801564	70801567	+	11	71090535	71090538	+
11	70801584	71850157	+	11	71090538	72139111	+
11	71850157	72389259	+	11	72139113	72678215	+
11	72389260	74961423	+	11	72678215	75250378	+
11	74961423	75136321	+	11	75250379	75425277	+
11	75136322	75583416	+	11	75425277	75872371	+
11	75583416	76751541	+	11	75872372	77040497	+
11	76751542	76751584	+	11	77040497	77040539	+
11	76751585	76751603	+	11	77040539	77040557	+
11	76751604	76778801	+	11	77040557	77067754	+
11	76778801	76893280	+	11	77067755	77182234	+
11	76893280	77483852	+	11	77182235	77772807	+
11	77483853	78280169	+	11	77772807	78569123	+
11	78280169	79073772	+	11	78569124	79362727	+
11	79073772	79571306	+	11	79362728	79860262	+
11	79571306	79781813	+	11	79860263	80070770	+
11	79781814	80426335	+	11	80070770	80715291	+
11	80426335	81106380	+	11	80715292	81395337	+
11	81106380	82984208	+	11	81395338	83273166	+
11	82984209	84555375	+	11	83273166	84844332	+
11	84555376	85393700	+	11	84844332	85682656	+
11	85393700	85735317	+	11	85682657	86024274	+
11	85735317	87242808	+	11	86024275	87531766	+
11	87242808	87687409	+	11	87531916	87976517	+
11	87687409	87687419	+	11	87976518	87976528	+
11	87687419	87687543	+	11	87976529	87976653	+
11	87687543	87687565	+	11	87976655	87976677	+
11	87687565	87687685	+	11	87976681	87976801	+
11	87687686	87687792	+	11	87976801	87976907	+
11	87687792	87687802	+	11	87976913	87976923	+
11	87687802	87687985	+	11	87976924	87977107	+
11	87687985	87688194	+	11	87977159	87977368	+
11	87688194	87688249	+	11	87977398	87977453	+
11	87688249	87688378	+	11	87977487	87977616	+
11	87738378	91043671	+	11	88005210	91310503	+
11	91043671	91106659	+	11	91310504	91373492	+
11	91106659	94574745	+	11	91373493	94841579	+
11	94574745	94699508	+	11	94841580	94966343	+
11	94699508	94800903	+	11	94966344	95067739	+
11	94800903	94804494	+	11	95067740	95071331	+
11	94804495	95743240	+	11	95071331	96010076	+
11	95743240	95751762	+	11	96010077	96018599	+
11	95751763	96275741	+	11	96018599	96542577	+
11	96275742	96287533	+	11	96542577	96554368	+
11	96287534	96287584	+	11	96554368	96554418	+
11	96437584	96437659	+	11	96566575	96566650	+
11	96437660	96441190	+	11	96566650	96570180	+
11	96441190	96441213	+	11	96570194	96570217	+
11	96441214	96442489	+	11	96570217	96571492	+
11	96442489	96443199	+	11	96571493	96572203	+
11	96443203	96443521	+	11	96572203	96572521	+
11	96443521	96445603	+	11	96572522	96574604	+
11	96445604	96446634	+	11	96574604	96575634	+
11	96446634	96452485	+	11	96575636	96581487	+
11	96452486	96455084	+	11	96581487	96584085	+
11	96455085	97823733	+	11	96584085	97952733	+
11	97823733	97823734	+	11	97952869	97952870	+
11	97823734	98262571	+	11	97953006	98391843	+
11	98262572	98374899	+	11	98391843	98504170	+
11	98374900	99019164	+	11	98504170	99148434	+
11	99019165	99710925	+	11	99148434	99840194	+
11	99710926	100220339	+	11	99840194	100349607	+
11	100220339	102738793	+	11	100349608	102868062	+
11	102738793	102794161	+	11	102868063	102923431	+
11	102794161	103192538	+	11	102923432	103321809	+
11	103192538	104613928	+	11	103321810	104743200	+
11	104613928	105556460	+	11	104743201	105685733	+
11	105556460	105812143	+	11	105685734	105941417	+
11	105812144	106494127	+	11	105941417	106623400	+
11	106494127	107909442	+	11	106623401	108038716	+
11	107909443	109236230	+	11	108038716	109365503	+
11	109236230	109912876	+	11	109365504	110042150	+
11	109912876	109923561	+	11	110042151	110052836	+
11	109923562	109970834	+	11	110052836	110100108	+
11	109970834	110241217	+	11	110100109	110370492	+
11	110241217	110497667	+	11	110370493	110626943	+
11	110497667	110730509	+	11	110626944	110859786	+
11	110730510	111089347	+	11	110859786	111218623	+
11	111089348	111459652	+	11	111218623	111588927	+
11	111459652	111700255	+	11	111588928	111829531	+
11	111700255	111742145	+	11	111829532	111871422	+
11	111742146	111848361	+	11	111871422	111977637	+
11	111848362	111853106	+	11	111977637	111982381	+
11	111853106	111984610	+	11	111982382	112113886	+
11	111984610	112831968	+	11	112113887	112961245	+
11	112831968	112832308	+	11	112961246	112961586	+
11	112832308	112832340	+	11	112961587	112961619	+
11	112832341	114747549	+	11	112961619	114876827	+
11	114747549	114750349	+	11	114876828	114879628	+
11	114750349	115188428	+	11	114879629	115317708	+
11	115188428	115236780	+	11	115317709	115366061	+
11	115236780	115291360	+	11	115366062	115420642	+
11	115291361	115359926	+	11	115420642	115489207	+
11	115359926	115954123	+	11	115489208	116083405	+
11	115954123	116553278	+	11	116083406	116682561	+
11	116553278	117342244	+	11	116682562	117471528	+
11	117342244	118494636	+	11	117471529	118623921	+
11	118494638	118495218	+	11	118623921	118624501	+
11	118495218	118500762	+	11	118624502	118630046	+
11	118500763	118505676	+	11	118630046	118634959	+
11	118505677	118517002	+	11	118634959	118646284	+
11	118517002	118518964	+	11	118646286	118648248	+
11	118518965	118519029	+	11	118648248	118648312	+
11	118519029	118525439	+	11	118648324	118654734	+
11	118525444	118529044	+	11	118654734	118658334	+
11	118529044	118545776	+	11	118658335	118675067	+
11	118545777	118548622	+	11	118675067	118677912	+
11	118548622	118620716	+	11	118677913	118750007	+
11	118620717	118621890	+	11	118750007	118751180	+
11	118621890	118634966	+	11	118751181	118764257	+
11	118634966	118639190	+	11	118764258	118768482	+
11	118639191	118817262	+	11	118768482	118946553	+
11	118817263	118913700	+	11	118946553	119042990	+
11	118913701	118915757	+	11	119042990	119045046	+
11	118915758	118927013	+	11	119045046	119056301	+
11	118927013	118939939	+	11	119056302	119069228	+
11	118939939	119031844	+	11	119069229	119161134	+
11	119031844	119062626	+	11	119161135	119191917	+
11	119062627	119330236	+	11	119191917	119459526	+
11	119330237	119353769	+	11	119459526	119483058	+
11	119353770	119363548	+	11	119483058	119492836	+
11	119363548	119386057	+	11	119492837	119515346	+
11	119386057	119417667	+	11	119515347	119546957	+
11	119417668	119456399	+	11	119546957	119585688	+
11	119456400	119497572	+	11	119585688	119626860	+
11	119497572	119505152	+	11	119626861	119634441	+
11	119505152	119625235	+	11	119634442	119754525	+
11	119625235	119961205	+	11	119754526	120090496	+
11	119961205	120089062	+	11	120090497	120218354	+
11	120089063	121540736	+	11	120218354	121670027	+
11	121540736	123735927	+	11	121670028	123865219	+
11	123735927	124091117	+	11	123865220	124220410	+
11	124091118	124093730	+	11	124220410	124223022	+
11	124093730	124095319	+	11	124223026	124224615	+
11	124095320	124098841	+	11	124224615	124228136	+
11	124098841	124099038	+	11	124228137	124228334	+
11	124099038	124100432	+	11	124228342	124229736	+
11	124100434	124102421	+	11	124229736	124231723	+
11	124102425	124102895	+	11	124231723	124232193	+
11	124102895	124103070	+	11	124232196	124232371	+
11	124103075	124105536	+	11	124232371	124234832	+
11	124105536	124109326	+	11	124234835	124238625	+
11	124109366	124109552	+	11	124238625	124238811	+
11	124109553	124110737	+	11	124238811	124239995	+
11	124110737	124112790	+	11	124239997	124242050	+
11	124112791	124112815	+	11	124242050	124242074	+
11	124112819	124113317	+	11	124242074	124242572	+
11	124113320	124114813	+	11	124242572	124244065	+
11	124114815	124115328	+	11	124244065	124244578	+
11	124115328	124115756	+	11	124244579	124245007	+
11	124115757	124116262	+	11	124245007	124245512	+
11	124116263	124117628	+	11	124245512	124246877	+
11	124117628	124118448	+	11	124246881	124247701	+
11	124118452	124119580	+	11	124247701	124248829	+
11	124119580	124120173	+	11	124248830	124249423	+
11	124120173	124121285	+	11	124249426	124250538	+
11	124121285	125452300	+	11	124251389	125582404	+
11	125452300	126738036	+	11	125582405	126868141	+
11	126738037	126871254	+	11	126868141	127001358	+
11	126871254	131280498	+	11	127001359	131410603	+
11	131280498	132410482	+	11	131410604	132540588	+
11	132410483	134076792	+	11	132540588	134206897	+
11	134076792	134946516	+	11	134206898	135076622	+
12	60000	95739	+	12	10000	45739	-
12	154905	6934516	+	12	45739	6825350	+
12	6934516	6938023	+	12	6825351	6828858	+
12	6938023	7029175	+	12	6828859	6920011	+
12	7029175	7080210	+	12	6920012	6971047	+
12	7080210	7090659	+	12	6971048	6981497	+
12	7090659	7094372	+	12	6981498	6985211	+
12	7094372	7094831	+	12	6985212	6985671	+
12	7094845	7094863	+	12	6985671	6985689	+
12	7094863	7094907	+	12	6985690	6985734	+
12	7094907	7108178	+	12	6986815	7000086	+
12	7108180	7108247	+	12	7000086	7000153	+
12	7108247	7108311	+	12	7000155	7000219	+
12	7108311	7118626	+	12	7001006	7011321	+
12	7118626	7189876	+	12	7011322	7082572	+
12	7239876	9994449	+	12	7087280	9841853	+
12	9994452	11331789	+	12	9841853	11179190	+
12	11331789	11332732	+	12	11179191	11180134	+
12	11332733	11333248	+	12	11180134	11180649	+
12	11333248	11333612	+	12	11180650	11181014	+
12	11333613	11335449	+	12	11181014	11182850	+
12	11335452	11336185	+	12	11182850	11183583	+
12	11336185	11338160	+	12	11183584	11185559	+
12	11338164	11338530	+	12	11185559	11185925	+
12	11338531	11339559	+	12	11185925	11186953	+
12	11339559	11341239	+	12	11186954	11188634	+
12	11341239	11341901	+	12	11188638	11189300	+
12	11342215	11345356	+	12	11189300	11192441	+
12	11345356	11346206	+	12	11192444	11193294	+
12	11346206	11346518	+	12	11193295	11193607	+
12	11346519	11355273	+	12	11193607	11202361	+
12	11355273	11359318	+	12	11202365	11206410	+
12	11359318	11361389	+	12	11206412	11208483	+
12	11361390	11361877	+	12	11208483	11208970	+
12	11361877	11363109	+	12	11208971	11210203	+
12	11363110	11365495	+	12	11210203	11212588	+
12	11365495	11370029	+	12	11212594	11217128	+
12	11370029	11375083	+	12	11217129	11222183	+
12	11375084	11376264	+	12	11222183	11223363	+
12	11376266	11377032	+	12	11223363	11224129	+
12	11377032	11377070	+	12	11224138	11224176	+
12	11377070	11383355	+	12	11224177	11230462	+
12	11383360	11384012	+	12	11230462	11231114	+
12	11384013	11384999	+	12	11231114	11232100	+
12	11385004	11388437	+	12	11232100	11235533	+
12	11388437	11390123	+	12	11235534	11237220	+
12	11390123	11390411	+	12	11237221	11237509	+
12	11390411	11396553	+	12	11237510	11243652	+
12	11396558	11400069	+	12	11243652	11247163	+
12	11400070	11401467	+	12	11247163	11248560	+
12	11401471	11403135	+	12	11248560	11250224	+
12	11403137	11403559	+	12	11250224	11250646	+
12	11403560	11406807	+	12	11250646	11253893	+
12	11406809	11409867	+	12	11253893	11256951	+
12	11409882	11412780	+	12	11256951	11259849	+
12	11412781	11415209	+	12	11259849	11262277	+
12	11415210	11420335	+	12	11262277	11267402	+
12	11420336	26000356	+	12	11267402	25847422	+
12	26000356	30728949	+	12	25847423	30576016	+
12	30728950	31111102	+	12	30576016	30958168	+
12	31111103	31161229	+	12	30958168	31008294	+
12	31161229	33343333	+	12	31008295	33190399	+
12	33343334	34856694	+	12	33190399	34703759	+
12	37856694	43206945	+	12	37462892	42813143	+
12	43206946	44597863	+	12	42813143	44204060	+
12	44597863	44597864	+	12	44204070	44204071	+
12	44597864	51599251	+	12	44204081	51205468	+
12	51599252	57446374	+	12	51205468	57052590	+
12	57446374	58971252	+	12	57052591	58577469	+
12	58971252	59286719	+	12	58577470	58892937	+
12	59286719	62779878	+	12	58892938	62386097	+
12	62779878	80848224	+	12	62386098	80454444	+
12	80848224	80854568	+	12	80455608	80461952	-
12	80854568	80855731	+	12	80454444	80455607	-
12	80855731	85415277	+	12	80461952	85021498	+
12	85415277	86320673	+	12	85021499	85926895	+
12	86320674	86372640	+	12	85926895	85978861	+
12	86372640	86818091	+	12	85978862	86424313	+
12	86818091	92195438	+	12	86424314	91801661	+
12	92195438	96102553	+	12	91801662	95708777	+
12	96102555	107661403	+	12	95708777	107267625	+
12	107661403	108925302	+	12	107267626	108531525	+
12	108925302	109373470	+	12	108531526	108979694	+
12	109423470	111228927	+	12	108985665	110791122	+
12	111228927	113085831	+	12	110791123	112648027	+
12	113085832	120191139	+	12	112648027	119753334	+
12	120191139	120612276	+	12	119753335	120174472	+
12	120612276	121964806	+	12	120174473	121527003	+
12	121965236	121965267	+	12	121527332	121527363	+
12	121965268	122064778	+	12	121527363	121626873	+
12	122064779	122530623	+	12	121626873	122092717	+
12	122580623	124572916	+	12	122096076	124088369	+
12	124572916	127452992	+	12	124088370	126968446	+
12	127452992	132706992	+	12	126968447	132222447	+
12	132806992	132810046	+	12	132236145	132239199	+
12	132810048	132810174	+	12	132239199	132239325	+
12	132810176	132812149	+	12	132239325	132241298	+
12	132812642	132812965	+	12	132241836	132242159	+
12	132814624	132815742	+	12	132242159	132243277	+
12	132817403	132817941	+	12	132241298	132241836	+
12	132819337	132820803	+	12	132243277	132244743	+
12	132821296	132834048	+	12	132244743	132257495	+
12	132834048	132836510	+	12	132257509	132259971	+
12	132836556	132836618	+	12	132259971	132260033	+
12	132836619	133841895	+	12	132260033	133265309	+
13	19020000	19020762	+	13	18445860	18446622	+
13	19020763	19021374	+	13	18446622	18447233	+
13	19021374	20664046	+	13	18447234	20089906	+
13	20664046	24766323	+	13	20089907	24192184	+
13	24766323	26735949	+	13	24192185	26161811	+
13	26735949	33311233	+	13	26161812	32737096	+
13	33311234	33604910	+	13	32737096	33030772	+
13	33604910	41263414	+	13	33030773	40689277	+
13	41263414	45447019	+	13	40689278	44872883	+
13	45447019	48575211	+	13	44872884	48001076	+
13	48575212	52718057	+	13	48001076	52143921	+
13	52718057	56250541	+	13	52143922	55676406	+
13	56250541	61798765	+	13	55676407	61224631	+
13	61798765	64729481	+	13	61224632	64155348	+
13	64729481	72440657	+	13	64155349	71866525	+
13	72440664	73677668	+	13	71866526	73103530	+
13	73677668	75744983	+	13	73103531	75170846	+
13	75744983	77093718	+	13	75170847	76519582	+
13	77093718	77470247	+	13	76519583	76896112	+
13	77470247	77512900	+	13	76896113	76938766	+
13	77512901	86760324	+	13	76938766	86186189	+
13	86921798	86922268	+	13	86269522	86269992	+
13	86922268	86923045	+	13	86269996	86270773	+
13	86923045	86923329	+	13	86270776	86271060	+
13	86923329	86925533	+	13	86271061	86273265	+
13	86925536	86927323	+	13	86273265	86275052	+
13	86927323	86927340	+	13	86275057	86275074	+
13	86927340	86928760	+	13	86275078	86276498	+
13	86928761	86929509	+	13	86276498	86277246	+
13	86929509	86930571	+	13	86277247	86278309	+
13	86930572	86930898	+	13	86278309	86278635	+
13	86930898	86932177	+	13	86278639	86279918	+
13	86932177	89265809	+	13	86279922	88613554	+
13	89265809	92631696	+	13	88613555	91979442	+
13	92631696	94638326	+	13	91979443	93986073	+
13	94638327	101625773	+	13	93986073	100973519	+
13	101625871	101726695	+	13	100973519	101074343	+
13	101726695	102233041	+	13	101074344	101580690	+
13	102233041	105155328	+	13	101580691	104502978	+
13	105155329	106003243	+	13	104502978	105350892	+
13	106003243	106057537	+	13	105350893	105405187	+
13	106057537	106964737	+	13	105405188	106312388	+
13	106964737	109985566	+	13	106312389	109333218	+
13	109985566	112353994	+	13	109333219	111701647	+
13	112503994	113926220	+	13	111849680	113271906	+
13	113926221	114325993	+	13	113271906	113671678	+
13	114425993	114639948	+	13	113723020	113936975	+
13	114739949	114754354	+	13	113970538	113984943	+
13	114754354	114816631	+	13	113988878	114051155	+
13	114816631	115109878	+	13	114051156	114344403	+
14	19000000	19489121	+	14	18223523	18712644	+
14	19489121	19492050	+	14	18903370	18906299	+
14	19492052	19498780	+	14	18906299	18913027	+
14	19498781	19498939	+	14	18913027	18913185	+
14	19498939	19499630	+	14	18913186	18913877	+
14	19499631	19500274	+	14	18913877	18914520	+
14	19500274	19501327	+	14	18914521	18915574	+
14	19501327	19503030	+	14	18915575	18917278	+
14	19503031	19503362	+	14	18917278	18917609	+
14	19503371	19506303	+	14	18917609	18920541	+
14	19506303	19507604	+	14	18920544	18921845	+
14	19507605	19508645	+	14	18921845	18922885	+
14	19508645	19510920	+	14	18922886	18925161	+
14	19510924	19513919	+	14	18925161	18928156	+
14	19513919	19514387	+	14	18928158	18928626	+
14	19514387	19516107	+	14	18928627	18930347	+
14	19516107	19520396	+	14	18930348	18934637	+
14	19520396	19521581	+	14	18934638	18935823	+
14	19521582	19524112	+	14	18935823	18938353	+
14	19524112	19528877	+	14	18938354	18943119	+
14	19528878	19536073	+	14	18943119	18950314	+
14	19536073	19536134	+	14	18950316	18950377	+
14	19536134	19536246	+	14	18950381	18950493	+
14	19536246	19537594	+	14	18950494	18951842	+
14	19537595	19537872	+	14	18951842	18952119	+
14	19537872	19539335	+	14	18952120	18953583	+
14	19539335	19539915	+	14	18953584	18954164	+
14	19539915	19539918	+	14	18954167	18954170	+
14	19539922	19541018	+	14	18954170	18955266	+
14	19541019	19542826	+	14	18955266	18957073	+
14	19542826	19544416	+	14	18957074	18958664	+
14	19544571	19546195	+	14	18958664	18960288	+
14	19546195	19548618	+	14	18960289	18962712	+
14	19548620	19549329	+	14	18962712	18963421	+
14	19549341	19549622	+	14	18963421	18963702	+
14	19549623	19551491	+	14	18963702	18965570	+
14	19551491	19552054	+	14	18965571	18966134	+
14	19552056	19552665	+	14	18966134	18966743	+
